movieId,title,genres,img
1550,Trial and Error (1997),Comedy|Romance,https://m.media-amazon.com/images/M/MV5BZWQ5YmQ5YWUtMDYyOS00Yzk1LTg2MTktOGVmMDMzODFiMWJlXkEyXkFqcGdeQXVyNjU0NTI0Nw@@.jpg
1551,Buddy (1997),Adventure|Children|Drama,https://m.media-amazon.com/images/M/MV5BNzdkNTg5YWQtNGI4Mi00NTIzLTkzNTItYTFjM2JhYTgwYzc1XkEyXkFqcGdeQXVyNjU5MjcxOTg@.jpg
1552,Con Air (1997),Action|Adventure|Thriller,https://m.media-amazon.com/images/M/MV5BMWQ5Y2RlYjgtMjRhOS00Y2UxLWIxZjEtMzEyMzk0OGU4YjNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
1554,"Pillow Book, The (1996)",Drama|Romance,https://m.media-amazon.com/images/M/MV5BYTI1ODdiYWYtYTI0MC00OWY3LTg3YjAtODYzYTJlZjQ0YmY0XkEyXkFqcGdeQXVyMTAwMzUyOTc@.jpg
1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller,https://m.media-amazon.com/images/M/MV5BMjA2MzA2Nzk0MV5BMl5BanBnXkFtZTcwODAyMTgyMQ@@.jpg
1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller,https://m.media-amazon.com/images/M/MV5BYzc5ZDI4ODMtOTNhYi00ZTZmLWIxMmUtMzdhZWEyODFhZDZhXkEyXkFqcGdeQXVyMjQzMzQzODY@.jpg
1564,For Roseanna (Roseanna's Grave) (1997),Comedy|Drama|Romance,https://m.media-amazon.com/images/M/MV5BMTUxMjE5NjYzMF5BMl5BanBnXkFtZTcwMTQ1NjAwMQ@@.jpg
1565,Head Above Water (1996),Comedy|Thriller,https://m.media-amazon.com/images/M/MV5BMTUxNTgzOTE1OV5BMl5BanBnXkFtZTcwNDI3MzIyMQ@@.jpg
1566,Hercules (1997),Adventure|Animation|Children|Comedy|Musical,https://m.media-amazon.com/images/M/MV5BNzYyODI2YjYtOGU0ZC00MzQ4LTgzZTMtZTdhYWExYmVlZjdjXkEyXkFqcGdeQXVyNTY4NjI2OTA@.jpg
1569,My Best Friend's Wedding (1997),Comedy|Romance,https://m.media-amazon.com/images/M/MV5BMTk5OTA0NTg5M15BMl5BanBnXkFtZTgwODU1ODk1MDE@.jpg
1571,When the Cat's Away (Chacun cherche son chat) (1996),Comedy|Romance,https://m.media-amazon.com/images/M/MV5BN2ExYmM2NjktODBkYy00NTdmLWI4OTEtMGNiYmE3NzY3ZjM0XkEyXkFqcGdeQXVyNDkzNTM2ODg@.jpg
1572,"Contempt (Mépris, Le) (1963)",Drama,https://m.media-amazon.com/images/M/MV5BZjZjNDI1NTAtNGU5Ni00ZjNhLTg1NTMtMWIwMjk4YTQzN2ViXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@.jpg
1573,Face/Off (1997),Action|Crime|Drama|Thriller,https://m.media-amazon.com/images/M/MV5BNzZmYWQwNDYtZmI3ZC00MWU4LTgyMGItM2ZjZmQ1ZmFlYTNkXkEyXkFqcGdeQXVyMDUyOTUyNQ@@.jpg
1574,Fall (1997),Romance,https://m.media-amazon.com/images/M/MV5BMTY0NTc2ODYwOV5BMl5BanBnXkFtZTcwMDU5MzYyMQ@@.jpg
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,https://m.media-amazon.com/images/M/MV5BYzhkNzM1ZmEtZjQ3Mi00OWQ0LWEwMDgtZmJmMGRiZmE2YzdlXkEyXkFqcGdeQXVyMzg1ODEwNQ@@.jpg
1581,Out to Sea (1997),Comedy,https://m.media-amazon.com/images/M/MV5BYWNmODM3YjgtMWI3Yi00MzliLWExYjQtYjkzMTZiZDQzODIyXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@.jpg
1582,Wild America (1997),Adventure|Children,https://m.media-amazon.com/images/M/MV5BMDM3OGUyNzYtNDA5Mi00MmM5LWEwOTgtYWE3NjQ1NDFmODZjXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg
1583,"Simple Wish, A (1997)",Children|Fantasy,https://m.media-amazon.com/images/M/MV5BN2E3NjIwM2EtNzI3Zi00ZWMwLTliZjgtOWY1N2VlODQ0NjcyXkEyXkFqcGdeQXVyNjIxMzk1NA@@.jpg
1584,Contact (1997),Drama|Sci-Fi,https://m.media-amazon.com/images/M/MV5BMDZjZjRlOTUtODU4Yy00ZjU3LThmZjYtMDZkOTg4MzI2YTE1XkEyXkFqcGdeQXVyNzQzNzQxNzI@.jpg
1585,Love Serenade (1996),Comedy,https://m.media-amazon.com/images/M/MV5BMTI0MzM4MjUwMF5BMl5BanBnXkFtZTcwMjM5MTUyMQ@@.jpg
1586,G.I. Jane (1997),Action|Drama,https://m.media-amazon.com/images/M/MV5BOTIzZGU4ZWMtYmNjMy00NzU0LTljMGYtZmVkMDYwN2U2MzYwL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg
1587,Conan the Barbarian (1982),Action|Adventure|Fantasy,https://m.media-amazon.com/images/M/MV5BOTM0ZWM1ZTQtYjM2Yi00MGU2LTgyNjAtOWMwZjdlNGY0MmFhXkEyXkFqcGdeQXVyNTk1MTk0MDI@.jpg
1588,George of the Jungle (1997),Children|Comedy,https://m.media-amazon.com/images/M/MV5BMjI4OTMzNjk5Ml5BMl5BanBnXkFtZTcwMjE1MTMyMQ@@.jpg
1589,Cop Land (1997),Action|Crime|Drama|Thriller,https://m.media-amazon.com/images/M/MV5BMTc4NDQ5NjQ2MF5BMl5BanBnXkFtZTcwNzU3NDAwMQ@@.jpg
1590,Event Horizon (1997),Horror|Sci-Fi|Thriller,https://m.media-amazon.com/images/M/MV5BMTU4ZDFlNTYtZTczYy00ZjEwLWI2NDYtYjcxM2ViMjRkZGM4XkEyXkFqcGdeQXVyNjM3MDIwNjc@.jpg
1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,https://m.media-amazon.com/images/M/MV5BMTc3NzI0MzQ3M15BMl5BanBnXkFtZTcwMzA0MDMzNA@@.jpg
1592,Air Bud (1997),Children|Comedy,https://m.media-amazon.com/images/M/MV5BODIyNWE3YTQtMTdjNS00OTMzLThlYTAtNDI4MDljNmQyYzA4XkEyXkFqcGdeQXVyODc5MTQ2NjE@.jpg
1593,Picture Perfect (1997),Comedy|Romance,https://m.media-amazon.com/images/M/MV5BMjA5OTk1Nzg3MF5BMl5BanBnXkFtZTcwNTE5OTUxMQ@@.jpg
1594,In the Company of Men (1997),Comedy|Drama,https://m.media-amazon.com/images/M/MV5BMTUwNzA0ODg1OV5BMl5BanBnXkFtZTcwMzA3MDUxMQ@@.jpg
1596,Career Girls (1997),Drama,https://m.media-amazon.com/images/M/MV5BZGViNmRkYzQtOTFlOC00NjY2LThhMDYtNzc0YzI3MWMwMDBiXkEyXkFqcGdeQXVyNjExODE1MDc@.jpg
1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,https://m.media-amazon.com/images/M/MV5BOTEzZjE4ZmMtYTdmMi00NDE3LTg1ZDYtMTRmMGEwMzdmODUyXkEyXkFqcGdeQXVyNTM0NTU5Mg@@.jpg
1598,Desperate Measures (1998),Crime|Drama|Thriller,https://m.media-amazon.com/images/M/MV5BZTlkYWUxMGItNjdjZi00MjBkLTg2ZWMtMGJmOWNkMDllM2I2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@.jpg
1599,Steel (1997),Action,https://m.media-amazon.com/images/M/MV5BZWQxNGI4MWYtOThlZi00Y2Q1LTljMTUtYmMwM2NhNzljYzNmXkEyXkFqcGdeQXVyMjM5MTg4MjQ@.jpg
1600,She's So Lovely (1997),Drama|Romance,https://m.media-amazon.com/images/M/MV5BMTczMzk1NzE4OV5BMl5BanBnXkFtZTcwNDA0MzMzMQ@@.jpg
1601,Hoodlum (1997),Crime|Drama|Film-Noir,https://m.media-amazon.com/images/M/MV5BNDg2NTczMDctZmZmNC00MDczLTgyNjUtZWJiOTU4ZDBlOGU5XkEyXkFqcGdeQXVyNjU0NTI0Nw@@.jpg
1602,Leave It to Beaver (1997),Comedy,https://m.media-amazon.com/images/M/MV5BMTgwMDA3MDk2MV5BMl5BanBnXkFtZTcwNTMxMDMyMQ@@.jpg
1603,Mimic (1997),Horror|Sci-Fi|Thriller,https://m.media-amazon.com/images/M/MV5BNTJlZTgyYjEtN2Y4Mi00MDU4LTliNzAtZmU1N2Y3YmNhOWQwXkEyXkFqcGdeQXVyMjkyMDI4NTQ@.jpg
1604,Money Talks (1997),Action|Comedy,https://m.media-amazon.com/images/M/MV5BOTVlZDYyYjUtZmIzZC00ZjVlLWJkMDAtZGI1ZDNlZjQ0ODI2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg
1605,Excess Baggage (1997),Adventure|Romance,https://m.media-amazon.com/images/M/MV5BMTMyNDMxNTU2M15BMl5BanBnXkFtZTcwNjg0MDgyMQ@@.jpg
1606,Kull the Conqueror (1997),Action|Adventure,https://m.media-amazon.com/images/M/MV5BMTgyMDk1NjQyM15BMl5BanBnXkFtZTgwODYzMzgwMzE@.jpg
1608,Air Force One (1997),Action|Thriller,https://m.media-amazon.com/images/M/MV5BZGZmYzY4ODgtZTRmOC00MjljLWI2MWQtYWU5MDhmZDk1ZjgyXkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg
1609,187 (One Eight Seven) (1997),Drama|Thriller,https://m.media-amazon.com/images/M/MV5BYTMxY2ZjZmQtZTc1MC00ZTBhLTg1MTQtNjhmODQ1OWE4NjBjXkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg
1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,https://m.media-amazon.com/images/M/MV5BMTc5ZGJhMGMtOTlhYS00MGU4LWFjMTUtYTIwNGY4YTNlYmZmXkEyXkFqcGdeQXVyMjI4MjA5MzA@.jpg
1611,My Own Private Idaho (1991),Drama|Romance,https://m.media-amazon.com/images/M/MV5BMTM5MzczMTk5Ml5BMl5BanBnXkFtZTYwMzE4Njg5.jpg
1612,"Kiss Me, Guido (1997)",Comedy,https://m.media-amazon.com/images/M/MV5BNDU4YThmZmUtZGJlZS00YjZhLTgzNDMtYjhkY2VjZjAxNjQ0XkEyXkFqcGdeQXVyNzgzMjI5MDY@.jpg
1613,Star Maps (1997),Drama,https://m.media-amazon.com/images/M/MV5BOTAzMTkxZDktODllMi00NmIwLWFiZGEtY2FiNTE2OTIxMWM4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@.jpg
1614,In & Out (1997),Comedy,https://m.media-amazon.com/images/M/MV5BNTE2YTY3M2ItYWVjOS00MTUxLWI5YjEtMWQwYjZjMTMwYWFkXkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg
1615,"Edge, The (1997)",Adventure|Drama,https://m.media-amazon.com/images/M/MV5BMTUzOTg4MzM5MV5BMl5BanBnXkFtZTcwNzIwNTc3NA@@.jpg
1616,"Peacemaker, The (1997)",Action|Thriller|War,https://m.media-amazon.com/images/M/MV5BMjA0NDc0NTU3OF5BMl5BanBnXkFtZTcwMzMyNDkyMQ@@.jpg
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,https://m.media-amazon.com/images/M/MV5BMTY4ODk5NDkyOF5BMl5BanBnXkFtZTcwNzI3OTY0MQ@@.jpg
1619,Seven Years in Tibet (1997),Adventure|Drama|War,https://m.media-amazon.com/images/M/MV5BNDY0ZDRmYTItYjZiYi00MTAyLTkxNWMtZTQxMWIyNzcyMzk2XkEyXkFqcGdeQXVyMTMwOTMzNzU@.jpg
1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller,https://m.media-amazon.com/images/M/MV5BOGI3YmE2YTktMmRmMy00NDE4LTgzZTctOGQ2MmE2MTk0MGRkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@.jpg
1621,Soul Food (1997),Drama,https://m.media-amazon.com/images/M/MV5BMTIyMzAzMDgyN15BMl5BanBnXkFtZTcwMjY3ODkxMQ@@.jpg
1623,Wishmaster (1997),Horror,https://m.media-amazon.com/images/M/MV5BZjIwYmYxY2EtNDgzYy00MDg0LTljN2MtNjc5N2M4OGJlOGI2XkEyXkFqcGdeQXVyMjgyNjk3MzE@.jpg
1624,"Thousand Acres, A (1997)",Drama,https://m.media-amazon.com/images/M/MV5BZmRkY2ZjODYtOThlMC00NGUzLWI0NDUtMDQwZWI5NmZiMWJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
1625,"Game, The (1997)",Drama|Mystery|Thriller,https://m.media-amazon.com/images/M/MV5BYWQyNzdhNTQtZjUzYS00Yzk2LTk3OTEtYzhkYjc4YzJiMGYyXkEyXkFqcGdeQXVyNjU0NTI0Nw@@.jpg
1626,Fire Down Below (1997),Action|Drama|Thriller,https://m.media-amazon.com/images/M/MV5BMTM1NzQ2NjQ3Ml5BMl5BanBnXkFtZTcwNzg5NjYxMQ@@.jpg
1627,U Turn (1997),Crime|Drama|Mystery,https://m.media-amazon.com/images/M/MV5BMjA5MDc1MzI2MF5BMl5BanBnXkFtZTcwNzI2MTUxMQ@@.jpg
1629,"MatchMaker, The (1997)",Comedy|Romance,https://m.media-amazon.com/images/M/MV5BNTY2MDM2NzcyM15BMl5BanBnXkFtZTcwMjk3MzcyMQ@@.jpg
1631,"Assignment, The (1997)",Action|Thriller,https://m.media-amazon.com/images/M/MV5BY2E1ZTYwMDQtYmFkZS00ZjhkLTgzMDktYzYxM2ViNzMyMzEzXkEyXkFqcGdeQXVyNzQxNDExNTU@.jpg
1633,Ulee's Gold (1997),Drama,https://m.media-amazon.com/images/M/MV5BZTY2MjcxOWItYjliYy00Mjc3LTk2M2QtYWQ0ZGQxYjlhMTNhXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@.jpg
1635,"Ice Storm, The (1997)",Drama,https://m.media-amazon.com/images/M/MV5BMTIxNzgxMzYzNl5BMl5BanBnXkFtZTcwNDU1NDEzMQ@@.jpg
1639,Chasing Amy (1997),Comedy|Drama|Romance,https://m.media-amazon.com/images/M/MV5BYTU5OWY2NmYtNWYwNC00NDkzLWE2ZGQtYzNmNWZiOThiNDkxXkEyXkFqcGdeQXVyODYwNDU2NDQ@.jpg
1641,"Full Monty, The (1997)",Comedy|Drama,https://m.media-amazon.com/images/M/MV5BZWQ2MDY3NGMtODg5Zi00YzI1LTkyM2QtNzAzODNlM2M1M2I3XkEyXkFqcGdeQXVyMzU0NzkwMDg@.jpg
1642,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama,https://m.media-amazon.com/images/M/MV5BMTEzMDMzNzM2OTdeQTJeQWpwZ15BbWU3MDU3OTM2MjU@.jpg
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance,https://m.media-amazon.com/images/M/MV5BMjAwMDkzNTU5Ml5BMl5BanBnXkFtZTcwMTkzMTMyMQ@@.jpg
1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller,https://m.media-amazon.com/images/M/MV5BMTM5OTE0NDMyOF5BMl5BanBnXkFtZTcwMjcxMTYxMQ@@.jpg
1645,The Devil's Advocate (1997),Drama|Mystery|Thriller,https://m.media-amazon.com/images/M/MV5BNDM5MDZkOTQtNjZhNC00ZTI4LWE4ZWQtNjg4Yjg0NDViZjE2XkEyXkFqcGdeQXVyMTI4ODc2NDY@.jpg
1646,RocketMan (a.k.a. Rocket Man) (1997),Children|Comedy|Romance|Sci-Fi,https://m.media-amazon.com/images/M/MV5BMjY1NTA3MWMtNmYwNi00NGEwLWFiZTYtMDI1MWFmNGJlNDQ0XkEyXkFqcGdeQXVyNjk1Njg5NTA@.jpg
1647,Playing God (1997),Crime|Drama|Thriller,https://m.media-amazon.com/images/M/MV5BYzJiZTlkZDYtOWQwMy00N2QyLThlMjctYWZjNWE0ZDE5YTI2XkEyXkFqcGdeQXVyNTkyMjQwNw@@.jpg
1648,"House of Yes, The (1997)",Comedy|Drama,https://m.media-amazon.com/images/M/MV5BMTY2MWRlMzYtYzIzMy00NjBkLWEwYmQtYjFlN2NmNGIxNzE2XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@.jpg
1649,"Fast, Cheap & Out of Control (1997)",Documentary,https://m.media-amazon.com/images/M/MV5BMTUxNDgzNTMyNF5BMl5BanBnXkFtZTcwODM3NTYyMQ@@.jpg
1650,Washington Square (1997),Drama,https://m.media-amazon.com/images/M/MV5BNDM5MDZkOTQtNjZhNC00ZTI4LWE4ZWQtNjg4Yjg0NDViZjE2XkEyXkFqcGdeQXVyMTI4ODc2NDY@.jpg
1652,Year of the Horse (1997),Documentary,https://m.media-amazon.com/images/M/MV5BMTQ4MjE5MTA0N15BMl5BanBnXkFtZTcwNzczMzIyMQ@@.jpg
1653,Gattaca (1997),Drama|Sci-Fi|Thriller,https://m.media-amazon.com/images/M/MV5BMTU5Nzc5MTYyNl5BMl5BanBnXkFtZTcwMDkwMTQyMQ@@.jpg
1654,FairyTale: A True Story (1997),Children|Drama|Fantasy,https://m.media-amazon.com/images/M/MV5BNjUxMDAyMzUyNV5BMl5BanBnXkFtZTcwNDE4MTMyMQ@@.jpg
1655,Phantoms (1998),Drama|Horror|Thriller,https://m.media-amazon.com/images/M/MV5BZjMyYmQ1NWMtMzAyOC00MWFmLWI1ZTAtNmE0M2EzZjZlMmJiXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
1656,Swept from the Sea (1997),Drama|Romance,https://m.media-amazon.com/images/M/MV5BYzIxYmFkMzAtOGJlYy00MWIxLTk1YjQtM2NmODIwZWUyYzdlXkEyXkFqcGdeQXVyMTgxOTIzNzk@.jpg
1658,"Life Less Ordinary, A (1997)",Romance|Thriller,https://m.media-amazon.com/images/M/MV5BNDcyNjkwMTY1OF5BMl5BanBnXkFtZTcwNDAzNTQyMQ@@.jpg
1659,Hurricane Streets (1997),Drama,https://m.media-amazon.com/images/M/MV5BMTg5ODkwNzI4MV5BMl5BanBnXkFtZTcwMzg1OTUyMQ@@.jpg
1660,Eve's Bayou (1997),Drama,https://m.media-amazon.com/images/M/MV5BMTM4NTMzODI3MV5BMl5BanBnXkFtZTcwMjIxNjIyMQ@@.jpg
1661,Switchback (1997),Crime|Mystery|Thriller,https://m.media-amazon.com/images/M/MV5BMTYxMDUwNjk5M15BMl5BanBnXkFtZTgwOTE5NTkwMzE@.jpg
1662,Gang Related (1997),Crime,https://m.media-amazon.com/images/M/MV5BYTFiZTc5OTAtOTk0OS00Y2YwLWI4MzUtYWE2MmQ0NTg2NzhmXkEyXkFqcGdeQXVyNjU0NTI0Nw@@.jpg
1663,Stripes (1981),Comedy|War,https://m.media-amazon.com/images/M/MV5BMTAyOTM2NjYxMTBeQTJeQWpwZ15BbWU3MDc4ODg4MTE@.jpg
1665,Bean (1997),Comedy,https://m.media-amazon.com/images/M/MV5BMjEwOTMwNTU2MV5BMl5BanBnXkFtZTYwMzI3NDQ5.jpg
1667,Mad City (1997),Action|Drama,https://m.media-amazon.com/images/M/MV5BOTcyMDMxNzk5Ml5BMl5BanBnXkFtZTcwNDQwNzYxNA@@.jpg
1670,Welcome to Sarajevo (1997),Drama|War,https://m.media-amazon.com/images/M/MV5BMjA3ODk4MzM2MF5BMl5BanBnXkFtZTgwMzE4MDU1NjE@.jpg
1671,Deceiver (1997),Crime|Drama|Thriller,https://m.media-amazon.com/images/M/MV5BMTMxNzg1MjEzNF5BMl5BanBnXkFtZTYwMDY4Mjg5.jpg
1672,"Rainmaker, The (1997)",Drama,https://m.media-amazon.com/images/M/MV5BMzMyZGVmYjYtZjU0Yy00NzllLThiMmItNGRhYzk0ODdlYzRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg
1673,Boogie Nights (1997),Drama,https://m.media-amazon.com/images/M/MV5BMjE3MTc3MzIwNF5BMl5BanBnXkFtZTcwOTQ5NDYxMQ@@.jpg
1674,Witness (1985),Drama|Romance|Thriller,https://m.media-amazon.com/images/M/MV5BY2RmZjg1OWYtNGMxZS00Nzc3LTljNTctNTM2NTdkMDg5NGY1XkEyXkFqcGdeQXVyMTAwMzUyOTc@.jpg
1675,Incognito (1997),Crime|Thriller,https://m.media-amazon.com/images/M/MV5BMjE4NjE2MzU1OF5BMl5BanBnXkFtZTcwNTg3NjUyMQ@@.jpg
1676,Starship Troopers (1997),Action|Sci-Fi,https://m.media-amazon.com/images/M/MV5BN2JmNzBiZGQtZjM0OS00ZDBmLTk3YjMtZDRkNWRjYzg4YWMzXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@.jpg
1677,Critical Care (1997),Comedy|Drama,https://m.media-amazon.com/images/M/MV5BMTE5OTYzNzM4NF5BMl5BanBnXkFtZTcwNjk1NjEyMQ@@.jpg
1678,"Joy Luck Club, The (1993)",Drama|Romance,https://m.media-amazon.com/images/M/MV5BMTQwNTk4Nzk1MV5BMl5BanBnXkFtZTcwOTc0MDAyMQ@@.jpg
1679,Chairman of the Board (1998),Comedy,https://m.media-amazon.com/images/M/MV5BMTM5MzIzMDAxNV5BMl5BanBnXkFtZTcwNTc2NzAyMQ@@.jpg
1680,Sliding Doors (1998),Drama|Romance,https://m.media-amazon.com/images/M/MV5BMjU3YzkzNzItNjc5Mi00ZTg3LWFlYmYtYTc4OGYwODA3OTY5XkEyXkFqcGdeQXVyODY0NzcxNw@@.jpg
1681,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy,https://m.media-amazon.com/images/M/MV5BOTg5ODM5ODY0OF5BMl5BanBnXkFtZTcwNjA2NDAyMQ@@.jpg
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,https://m.media-amazon.com/images/M/MV5BMjkwNDEyODY4OF5BMl5BanBnXkFtZTcwODQyNjUyMQ@@.jpg
1683,"Wings of the Dove, The (1997)",Drama|Romance,#N/A
1684,Mrs. Dalloway (1997),Drama|Romance,#N/A
1685,"I Love You, I Love You Not (1996)",Drama|Romance,#N/A
1686,Red Corner (1997),Crime|Thriller,#N/A
1687,"Jackal, The (1997)",Action|Thriller,#N/A
1688,Anastasia (1997),Adventure|Animation|Children|Drama|Musical,#N/A
1689,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller,#N/A
1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi,#N/A
1693,Amistad (1997),Drama|Mystery,#N/A
1694,"Apostle, The (1997)",Drama,#N/A
1695,Artemisia (1997),Drama,#N/A
1696,Bent (1997),Drama|War,#N/A
1699,"Butcher Boy, The (1997)",Comedy|Drama,#N/A
1701,Deconstructing Harry (1997),Comedy|Drama,#N/A
1702,Flubber (1997),Children|Comedy|Fantasy,#N/A
1703,For Richer or Poorer (1997),Comedy,#N/A
1704,Good Will Hunting (1997),Drama|Romance,#N/A
1707,Home Alone 3 (1997),Children|Comedy,#N/A
1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery,#N/A
1713,Mouse Hunt (1997),Children|Comedy,#N/A
1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,#N/A
1718,Stranger in the House (1997),Thriller,#N/A
1719,"Sweet Hereafter, The (1997)",Drama,#N/A
1721,Titanic (1997),Drama|Romance,#N/A
1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller,#N/A
1726,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi,#N/A
1727,"Horse Whisperer, The (1998)",Drama|Romance,#N/A
1729,Jackie Brown (1997),Crime|Drama|Thriller,#N/A
1730,Kundun (1997),Drama,#N/A
1731,Mr. Magoo (1997),Comedy,#N/A
1732,"Big Lebowski, The (1998)",Comedy|Crime,#N/A
1733,Afterglow (1997),Drama|Romance,#N/A
1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama,#N/A
1735,Great Expectations (1998),Drama|Romance,#N/A
1739,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy,#N/A
1746,Senseless (1998),Comedy,#N/A
1747,Wag the Dog (1997),Comedy,#N/A
1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,#N/A
1752,Hard Rain (1998),Action|Crime|Thriller,#N/A
1753,Half Baked (1998),Comedy,#N/A
1754,Fallen (1998),Crime|Drama|Fantasy|Thriller,#N/A
1755,Shooting Fish (1997),Comedy|Romance,#N/A
1757,Fallen Angels (Duo luo tian shi) (1995),Drama|Romance,#N/A
1759,"Four Days in September (O Que É Isso, Companheiro?) (1997)",Drama,#N/A
1760,Spice World (1997),Comedy,#N/A
1762,Deep Rising (1998),Action|Horror|Sci-Fi,#N/A
1767,Music From Another Room (1998),Drama|Romance,#N/A
1769,"Replacement Killers, The (1998)",Action|Crime|Thriller,#N/A
1770,B. Monkey (1998),Crime|Romance|Thriller,#N/A
1771,Night Flier (1997),Horror,#N/A
1772,Blues Brothers 2000 (1998),Action|Comedy|Musical,#N/A
1777,"Wedding Singer, The (1998)",Comedy|Romance,#N/A
1779,Sphere (1998),Sci-Fi|Thriller,#N/A
1783,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller,#N/A
1784,As Good as It Gets (1997),Comedy|Drama|Romance,#N/A
1785,King of New York (1990),Crime|Thriller,#N/A
1791,Twilight (1998),Crime|Drama|Thriller,#N/A
1792,U.S. Marshals (1998),Action|Crime|Thriller,#N/A
1793,Welcome to Woop-Woop (1997),Comedy,#N/A
1794,Love and Death on Long Island (1997),Comedy|Drama,#N/A
1797,Everest (1998),Documentary|IMAX,#N/A
1798,Hush (1998),Thriller,#N/A
1799,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller,#N/A
1801,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama,#N/A
1804,"Newton Boys, The (1998)",Crime|Drama,#N/A
1805,Wild Things (1998),Crime|Drama|Mystery|Thriller,#N/A
1806,Paulie (1998),Adventure|Children|Comedy,#N/A
1807,"Cool, Dry Place, A (1998)",Drama,#N/A
1809,Fireworks (Hana-bi) (1997),Crime|Drama,#N/A
1810,Primary Colors (1998),Comedy|Drama,#N/A
1812,Wide Awake (1998),Children|Comedy|Drama,#N/A
1816,Two Girls and a Guy (1997),Comedy|Drama,#N/A
1821,"Object of My Affection, The (1998)",Comedy|Romance,#N/A
1824,Homegrown (1998),Comedy|Thriller,#N/A
1825,The Players Club (1998),Comedy|Drama,#N/A
1826,Barney's Great Adventure (1998),Adventure|Children,#N/A
1827,"Big One, The (1997)",Comedy|Documentary,#N/A
1829,Chinese Box (1997),Drama|Romance,#N/A
1831,Lost in Space (1998),Action|Adventure|Sci-Fi,#N/A
1833,Mercury Rising (1998),Action|Drama|Thriller,#N/A
1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller,#N/A
1835,City of Angels (1998),Drama|Fantasy|Romance,#N/A
1836,"Last Days of Disco, The (1998)",Comedy|Drama,#N/A
1837,"Odd Couple II, The (1998)",Comedy,#N/A
1839,My Giant (1998),Comedy,#N/A
1840,He Got Game (1998),Drama,#N/A
1841,"Gingerbread Man, The (1998)",Drama|Thriller,#N/A
1844,Live Flesh (Carne trémula) (1997),Drama|Romance,#N/A
1845,Zero Effect (1998),Comedy|Mystery|Thriller,#N/A
1848,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy,#N/A
1855,Krippendorf's Tribe (1998),Comedy,#N/A
1856,Kurt & Courtney (1998),Documentary,#N/A
1857,"Real Blonde, The (1997)",Comedy,#N/A
1858,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy,#N/A
1859,Taste of Cherry (Ta'm e guilass) (1997),Drama,#N/A
1860,Character (Karakter) (1997),Drama,#N/A
1862,Species II (1998),Horror|Sci-Fi,#N/A
1863,Major League: Back to the Minors (1998),Comedy,#N/A
1866,"Big Hit, The (1998)",Action|Comedy|Crime,#N/A
